videoID,personName,imageHeight,imageWidth,videoDuration,averageFaceSize,numVideosForPerson
Ernesto_Zedillo_1,Ernesto_Zedillo,144.0,169.0,99.0,64.9090909091,4.0
Ernesto_Zedillo_2,Ernesto_Zedillo,227.0,173.0,43.0,92.6511627907,4.0
Ernesto_Zedillo_3,Ernesto_Zedillo,288.0,233.0,67.0,122.432835821,4.0
Ernesto_Zedillo_4,Ernesto_Zedillo,161.0,152.0,240.0,84.1958333333,4.0
Ernie_Grunfeld_2,Ernie_Grunfeld,199.0,185.0,104.0,100.971153846,4.0
Ernie_Grunfeld_3,Ernie_Grunfeld,240.0,212.0,68.0,105.838235294,4.0
Ernie_Grunfeld_4,Ernie_Grunfeld,144.0,191.0,240.0,63.15,4.0
Ernie_Grunfeld_5,Ernie_Grunfeld,316.0,275.0,83.0,130.26506024100001,4.0
Ethan_Hawke_0,Ethan_Hawke,294.0,288.0,127.0,134.50393700799998,4.0
Ethan_Hawke_1,Ethan_Hawke,116.0,96.0,78.0,54.3846153846,4.0
Ethan_Hawke_3,Ethan_Hawke,285.0,253.0,44.0,132.0,4.0
Ethan_Hawke_4,Ethan_Hawke,195.0,222.0,47.0,115.255319149,4.0
Francis_Collins_0,Francis_Collins,139.0,120.0,131.0,44.786259541999996,4.0
Francis_Collins_1,Francis_Collins,246.0,260.0,191.0,120.95811518299999,4.0
Francis_Collins_2,Francis_Collins,99.0,89.0,57.0,43.052631578900005,4.0
Francis_Collins_4,Francis_Collins,320.0,314.0,165.0,166.624242424,4.0
Frank_Caliendo_1,Frank_Caliendo,111.0,109.0,190.0,46.447368421099995,4.0
Frank_Caliendo_3,Frank_Caliendo,100.0,138.0,240.0,40.8541666667,4.0
Frank_Caliendo_4,Frank_Caliendo,215.0,228.0,211.0,83.5118483412,4.0
Frank_Caliendo_5,Frank_Caliendo,144.0,160.0,151.0,57.9536423841,4.0
Franz_Fischler_0,Franz_Fischler,345.0,320.0,91.0,154.868131868,4.0
Franz_Fischler_3,Franz_Fischler,307.0,255.0,47.0,132.191489362,4.0
Franz_Fischler_4,Franz_Fischler,272.0,243.0,50.0,113.54,4.0
Franz_Fischler_5,Franz_Fischler,330.0,276.0,103.0,156.766990291,4.0
Gabi_Zimmer_0,Gabi_Zimmer,144.0,131.0,240.0,58.925,4.0
Gabi_Zimmer_1,Gabi_Zimmer,120.0,180.0,48.0,48.5,4.0
Gabi_Zimmer_2,Gabi_Zimmer,240.0,200.0,240.0,97.3375,4.0
Gabi_Zimmer_5,Gabi_Zimmer,225.0,240.0,240.0,103.354166667,4.0
George_Galloway_0,George_Galloway,222.0,211.0,240.0,107.32916666700001,4.0
George_Galloway_2,George_Galloway,148.0,121.0,217.0,70.1566820276,4.0
George_Galloway_4,George_Galloway,274.0,229.0,55.0,133.818181818,4.0
George_Galloway_5,George_Galloway,211.0,184.0,78.0,108.24358974399999,4.0
JK_Rowling_2,JK_Rowling,208.0,153.0,45.0,86.4444444444,4.0
JK_Rowling_3,JK_Rowling,278.0,240.0,59.0,133.0,4.0
JK_Rowling_4,JK_Rowling,203.0,164.0,67.0,78.0597014925,4.0
JK_Rowling_5,JK_Rowling,247.0,238.0,183.0,119.273224044,4.0
Jack_Welch_1,Jack_Welch,240.0,275.0,66.0,156.045454545,4.0
Jack_Welch_3,Jack_Welch,163.0,128.0,191.0,63.9528795812,4.0
Jack_Welch_4,Jack_Welch,167.0,148.0,240.0,63.8916666667,4.0
Jack_Welch_5,Jack_Welch,236.0,222.0,100.0,120.9,4.0
Jafar_Umar_Thalib_0,Jafar_Umar_Thalib,288.0,313.0,131.0,156.893129771,4.0
Jafar_Umar_Thalib_2,Jafar_Umar_Thalib,232.0,222.0,88.0,90.5,4.0
Jafar_Umar_Thalib_3,Jafar_Umar_Thalib,128.0,100.0,52.0,51.2115384615,4.0
Jafar_Umar_Thalib_5,Jafar_Umar_Thalib,144.0,154.0,93.0,88.65591397850001,4.0
James_Carville_0,James_Carville,111.0,111.0,51.0,51.019607843100005,4.0
James_Carville_1,James_Carville,185.0,196.0,240.0,96.8625,4.0
James_Carville_3,James_Carville,198.0,173.0,240.0,81.4166666667,4.0
James_Carville_5,James_Carville,170.0,163.0,200.0,83.61,4.0
James_Cunningham_0,James_Cunningham,117.0,101.0,91.0,49.3956043956,4.0
James_Cunningham_2,James_Cunningham,122.0,109.0,69.0,59.260869565200004,4.0
James_Cunningham_3,James_Cunningham,152.0,158.0,240.0,69.25,4.0
James_Cunningham_4,James_Cunningham,119.0,115.0,72.0,47.388888888900006,4.0
James_Hoffa_1,James_Hoffa,206.0,212.0,92.0,91.22826086959999,4.0
James_Hoffa_2,James_Hoffa,275.0,240.0,137.0,122.459854015,4.0
James_Hoffa_4,James_Hoffa,180.0,217.0,240.0,90.03333333329999,4.0
James_Hoffa_5,James_Hoffa,271.0,211.0,240.0,122.70416666700001,4.0
James_Wolfensohn_0,James_Wolfensohn,103.0,89.0,79.0,44.3291139241,4.0
James_Wolfensohn_2,James_Wolfensohn,243.0,222.0,240.0,102.4625,4.0
James_Wolfensohn_3,James_Wolfensohn,152.0,138.0,240.0,63.5333333333,4.0
James_Wolfensohn_5,James_Wolfensohn,223.0,196.0,64.0,104.328125,4.0
Jan_Peter_Balkenende_0,Jan_Peter_Balkenende,183.0,169.0,113.0,68.7433628319,4.0
Jan_Peter_Balkenende_1,Jan_Peter_Balkenende,144.0,132.0,47.0,56.914893617,4.0
Jan_Peter_Balkenende_3,Jan_Peter_Balkenende,168.0,173.0,107.0,68.5981308411,4.0
Jan_Peter_Balkenende_5,Jan_Peter_Balkenende,204.0,174.0,76.0,89.51315789469999,4.0
Jane_Krakowski_0,Jane_Krakowski,152.0,115.0,55.0,51.0181818182,4.0
Jane_Krakowski_1,Jane_Krakowski,163.0,168.0,75.0,82.3066666667,4.0
Jane_Krakowski_4,Jane_Krakowski,227.0,191.0,75.0,105.333333333,4.0
Jane_Krakowski_5,Jane_Krakowski,173.0,157.0,47.0,82.7234042553,4.0
Janis_Ruth_Coulter_0,Janis_Ruth_Coulter,195.0,176.0,55.0,104.490909091,4.0
Janis_Ruth_Coulter_2,Janis_Ruth_Coulter,166.0,163.0,173.0,72.4277456647,4.0
Janis_Ruth_Coulter_4,Janis_Ruth_Coulter,163.0,152.0,240.0,69.275,4.0
Janis_Ruth_Coulter_5,Janis_Ruth_Coulter,263.0,259.0,56.0,128.339285714,4.0
Kathryn_Morris_1,Kathryn_Morris,171.0,138.0,143.0,73.0629370629,4.0
Kathryn_Morris_2,Kathryn_Morris,153.0,169.0,240.0,70.925,4.0
Kathryn_Morris_4,Kathryn_Morris,131.0,131.0,49.0,52.163265306099994,4.0
Kathryn_Morris_5,Kathryn_Morris,347.0,288.0,43.0,153.976744186,4.0
Keith_Olbermann_0,Keith_Olbermann,238.0,217.0,240.0,101.4875,4.0
Keith_Olbermann_1,Keith_Olbermann,232.0,221.0,240.0,102.979166667,4.0
Keith_Olbermann_2,Keith_Olbermann,227.0,196.0,240.0,105.84583333299999,4.0
Keith_Olbermann_5,Keith_Olbermann,216.0,240.0,127.0,111.669291339,4.0
Kirk_Ferentz_0,Kirk_Ferentz,192.0,165.0,240.0,79.1875,4.0
Kirk_Ferentz_2,Kirk_Ferentz,136.0,157.0,55.0,57.2363636364,4.0
Kirk_Ferentz_4,Kirk_Ferentz,225.0,186.0,132.0,94.3333333333,4.0
Kirk_Ferentz_5,Kirk_Ferentz,203.0,185.0,139.0,88.11510791370002,4.0
Kit_Bond_1,Kit_Bond,192.0,160.0,240.0,82.3833333333,4.0
Kit_Bond_2,Kit_Bond,158.0,143.0,75.0,74.48,4.0
Kit_Bond_3,Kit_Bond,368.0,298.0,111.0,173.990990991,4.0
Kit_Bond_5,Kit_Bond,199.0,173.0,113.0,94.51327433629999,4.0
Kristen_Breitweiser_0,Kristen_Breitweiser,168.0,141.0,159.0,75.0188679245,4.0
Kristen_Breitweiser_1,Kristen_Breitweiser,191.0,184.0,240.0,90.77916666670001,4.0
Kristen_Breitweiser_2,Kristen_Breitweiser,287.0,254.0,240.0,108.39166666700001,4.0
Kristen_Breitweiser_5,Kristen_Breitweiser,210.0,213.0,240.0,99.65833333329999,4.0
Kweisi_Mfume_0,Kweisi_Mfume,180.0,164.0,240.0,79.8541666667,4.0
Kweisi_Mfume_1,Kweisi_Mfume,190.0,197.0,240.0,78.1416666667,4.0
Kweisi_Mfume_4,Kweisi_Mfume,189.0,189.0,147.0,91.9183673469,4.0
Kweisi_Mfume_5,Kweisi_Mfume,174.0,144.0,151.0,82.8874172185,4.0
Kyle_Shewfelt_0,Kyle_Shewfelt,211.0,213.0,57.0,110.57894736799999,4.0
Kyle_Shewfelt_1,Kyle_Shewfelt,251.0,169.0,51.0,95.82352941180001,4.0
Kyle_Shewfelt_2,Kyle_Shewfelt,284.0,218.0,155.0,104.761290323,4.0
Kyle_Shewfelt_4,Kyle_Shewfelt,136.0,109.0,75.0,49.72,4.0
Laura_Bush_1,Laura_Bush,156.0,149.0,42.0,65.2619047619,4.0
Laura_Bush_2,Laura_Bush,156.0,154.0,48.0,66.7291666667,4.0
Laura_Bush_4,Laura_Bush,380.0,377.0,179.0,164.59776536299998,4.0
Laura_Bush_5,Laura_Bush,200.0,168.0,109.0,77.7247706422,4.0
Laura_Elena_Harring_0,Laura_Elena_Harring,166.0,142.0,71.0,63.9154929577,4.0
Laura_Elena_Harring_2,Laura_Elena_Harring,320.0,457.0,135.0,216.2,4.0
Laura_Elena_Harring_4,Laura_Elena_Harring,153.0,163.0,151.0,69.9602649007,4.0
Laura_Elena_Harring_5,Laura_Elena_Harring,163.0,157.0,63.0,71.746031746,4.0
Leuris_Pupo_0,Leuris_Pupo,240.0,270.0,43.0,151.046511628,4.0
Leuris_Pupo_2,Leuris_Pupo,240.0,238.0,63.0,159.26984127,4.0
Leuris_Pupo_3,Leuris_Pupo,240.0,282.0,55.0,129.545454545,4.0
Leuris_Pupo_4,Leuris_Pupo,164.0,148.0,47.0,67.42553191489999,4.0
Linda_Dano_0,Linda_Dano,200.0,184.0,79.0,83.3037974684,4.0
Linda_Dano_2,Linda_Dano,225.0,185.0,42.0,96.5,4.0
Linda_Dano_3,Linda_Dano,131.0,142.0,47.0,53.7659574468,4.0
Linda_Dano_5,Linda_Dano,336.0,276.0,83.0,150.156626506,4.0
Linda_Franklin_0,Linda_Franklin,241.0,208.0,240.0,108.82916666700001,4.0
Linda_Franklin_1,Linda_Franklin,225.0,221.0,240.0,112.825,4.0
Linda_Franklin_2,Linda_Franklin,227.0,202.0,240.0,109.566666667,4.0
Linda_Franklin_4,Linda_Franklin,263.0,206.0,240.0,111.304166667,4.0
Linda_Sanchez_0,Linda_Sanchez,311.0,259.0,240.0,140.125,4.0
Linda_Sanchez_1,Linda_Sanchez,209.0,160.0,98.0,89.29591836729999,4.0
Linda_Sanchez_2,Linda_Sanchez,200.0,153.0,220.0,76.8772727273,4.0
Linda_Sanchez_4,Linda_Sanchez,155.0,110.0,240.0,55.35,4.0
Lindsey_Graham_0,Lindsey_Graham,288.0,237.0,240.0,127.825,4.0
Lindsey_Graham_1,Lindsey_Graham,92.0,131.0,51.0,49.058823529399994,4.0
Lindsey_Graham_2,Lindsey_Graham,288.0,229.0,79.0,128.64556962,4.0
Lindsey_Graham_3,Lindsey_Graham,156.0,138.0,240.0,57.3291666667,4.0
Liu_Ye_0,Liu_Ye,255.0,201.0,87.0,112.183908046,4.0
Liu_Ye_1,Liu_Ye,214.0,190.0,47.0,107.276595745,4.0
Liu_Ye_2,Liu_Ye,256.0,216.0,151.0,112.00662251700001,4.0
Liu_Ye_5,Liu_Ye,205.0,174.0,43.0,88.13953488370001,4.0
Loretta_Lynn_Harper_0,Loretta_Lynn_Harper,196.0,179.0,240.0,61.5416666667,4.0
Loretta_Lynn_Harper_3,Loretta_Lynn_Harper,295.0,261.0,59.0,112.186440678,4.0
Loretta_Lynn_Harper_4,Loretta_Lynn_Harper,243.0,190.0,55.0,99.98181818180001,4.0
Loretta_Lynn_Harper_5,Loretta_Lynn_Harper,220.0,207.0,63.0,93.5238095238,4.0
Lucia_Kenny_Anthony_0,Lucia_Kenny_Anthony,260.0,217.0,115.0,113.660869565,4.0
Lucia_Kenny_Anthony_1,Lucia_Kenny_Anthony,284.0,238.0,47.0,125.276595745,4.0
Lucia_Kenny_Anthony_4,Lucia_Kenny_Anthony,290.0,271.0,103.0,123.378640777,4.0
Lucia_Kenny_Anthony_5,Lucia_Kenny_Anthony,274.0,271.0,47.0,131.936170213,4.0
Lucio_Stanca_0,Lucio_Stanca,173.0,191.0,195.0,88.9333333333,4.0
Lucio_Stanca_2,Lucio_Stanca,135.0,110.0,240.0,61.3666666667,4.0
Lucio_Stanca_3,Lucio_Stanca,280.0,228.0,240.0,126.54583333299999,4.0
Lucio_Stanca_4,Lucio_Stanca,155.0,157.0,97.0,60.0824742268,4.0
Mahathir_Mohamad_0,Mahathir_Mohamad,191.0,158.0,240.0,91.9458333333,4.0
Mahathir_Mohamad_1,Mahathir_Mohamad,213.0,169.0,240.0,84.4875,4.0
Mahathir_Mohamad_2,Mahathir_Mohamad,212.0,191.0,240.0,86.05,4.0
Mahathir_Mohamad_3,Mahathir_Mohamad,315.0,271.0,240.0,138.6,4.0
Marc_Racicot_0,Marc_Racicot,197.0,192.0,223.0,88.8565022422,4.0
Marc_Racicot_2,Marc_Racicot,158.0,128.0,240.0,70.9625,4.0
Marc_Racicot_4,Marc_Racicot,189.0,163.0,110.0,89.4909090909,4.0
Marc_Racicot_5,Marc_Racicot,248.0,217.0,77.0,114.14285714299999,4.0
Margaret_Thatcher_1,Margaret_Thatcher,243.0,245.0,74.0,90.78378378379999,4.0
Margaret_Thatcher_3,Margaret_Thatcher,288.0,244.0,240.0,121.65833333299999,4.0
Margaret_Thatcher_4,Margaret_Thatcher,214.0,173.0,240.0,95.7,4.0
Margaret_Thatcher_5,Margaret_Thatcher,204.0,223.0,75.0,59.1866666667,4.0
Marina_Silva_1,Marina_Silva,344.0,288.0,55.0,132.83636363600002,4.0
Marina_Silva_2,Marina_Silva,173.0,160.0,240.0,66.725,4.0
Marina_Silva_4,Marina_Silva,151.0,125.0,167.0,63.2215568862,4.0
Marina_Silva_5,Marina_Silva,291.0,202.0,95.0,112.96842105299999,4.0
Martin_Sheen_0,Martin_Sheen,329.0,282.0,240.0,156.025,4.0
Martin_Sheen_3,Martin_Sheen,151.0,169.0,51.0,64.5882352941,4.0
Martin_Sheen_4,Martin_Sheen,256.0,197.0,240.0,95.625,4.0
Martin_Sheen_5,Martin_Sheen,360.0,336.0,135.0,175.592592593,4.0
Mary_Robinson_1,Mary_Robinson,224.0,176.0,152.0,103.04605263200001,4.0
Mary_Robinson_2,Mary_Robinson,229.0,224.0,78.0,108.666666667,4.0
Mary_Robinson_4,Mary_Robinson,179.0,141.0,174.0,80.224137931,4.0
Mary_Robinson_5,Mary_Robinson,179.0,159.0,45.0,68.44444444439999,4.0
Massoud_Barzani_0,Massoud_Barzani,227.0,173.0,240.0,86.90833333329999,4.0
Massoud_Barzani_1,Massoud_Barzani,252.0,270.0,112.0,102.08035714299999,4.0
Massoud_Barzani_2,Massoud_Barzani,296.0,253.0,240.0,128.675,4.0
Massoud_Barzani_4,Massoud_Barzani,99.0,80.0,47.0,44.361702127700006,4.0
Nancy_Kerrigan_0,Nancy_Kerrigan,184.0,158.0,81.0,85.8148148148,4.0
Nancy_Kerrigan_2,Nancy_Kerrigan,240.0,217.0,55.0,115.618181818,4.0
Nancy_Kerrigan_3,Nancy_Kerrigan,323.0,260.0,109.0,143.229357798,4.0
Nancy_Kerrigan_4,Nancy_Kerrigan,217.0,227.0,59.0,108.593220339,4.0
Nancy_Reagan_0,Nancy_Reagan,123.0,141.0,75.0,50.7466666667,4.0
Nancy_Reagan_1,Nancy_Reagan,180.0,157.0,47.0,66.1276595745,4.0
Nancy_Reagan_3,Nancy_Reagan,115.0,115.0,240.0,51.075,4.0
Nancy_Reagan_4,Nancy_Reagan,108.0,79.0,83.0,40.2891566265,4.0
Nicolas_Sarkozy_0,Nicolas_Sarkozy,155.0,116.0,65.0,59.3846153846,4.0
Nicolas_Sarkozy_1,Nicolas_Sarkozy,159.0,143.0,240.0,59.425,4.0
Nicolas_Sarkozy_2,Nicolas_Sarkozy,277.0,223.0,79.0,125.10126582299999,4.0
Nicolas_Sarkozy_5,Nicolas_Sarkozy,248.0,265.0,59.0,110.15254237299999,4.0
Norah_Jones_1,Norah_Jones,224.0,249.0,95.0,123.49473684200001,4.0
Norah_Jones_2,Norah_Jones,332.0,414.0,115.0,238.582608696,4.0
Norah_Jones_4,Norah_Jones,276.0,298.0,63.0,122.23809523799999,4.0
Norah_Jones_5,Norah_Jones,240.0,208.0,59.0,110.457627119,4.0
Olene_Walker_0,Olene_Walker,240.0,270.0,115.0,132.226086957,4.0
Olene_Walker_1,Olene_Walker,192.0,173.0,104.0,76.6057692308,4.0
Olene_Walker_3,Olene_Walker,219.0,180.0,48.0,91.125,4.0
Olene_Walker_4,Olene_Walker,197.0,200.0,199.0,82.7336683417,4.0
Orlando_Bloom_0,Orlando_Bloom,360.0,443.0,127.0,224.0,4.0
Orlando_Bloom_3,Orlando_Bloom,143.0,192.0,99.0,66.7171717172,4.0
Orlando_Bloom_4,Orlando_Bloom,204.0,192.0,57.0,92.2456140351,4.0
Orlando_Bloom_5,Orlando_Bloom,247.0,217.0,43.0,106.25581395299999,4.0
Otto_Reich_0,Otto_Reich,181.0,160.0,240.0,78.03333333329999,4.0
Otto_Reich_1,Otto_Reich,360.0,319.0,55.0,186.018181818,4.0
Otto_Reich_3,Otto_Reich,177.0,154.0,240.0,78.8041666667,4.0
Otto_Reich_4,Otto_Reich,174.0,149.0,240.0,79.525,4.0
Peter_Medgyessy_1,Peter_Medgyessy,104.0,88.0,56.0,46.285714285699996,4.0
Peter_Medgyessy_3,Peter_Medgyessy,107.0,89.0,50.0,48.34,4.0
Peter_Medgyessy_4,Peter_Medgyessy,211.0,186.0,91.0,97.4945054945,4.0
Peter_Medgyessy_5,Peter_Medgyessy,139.0,152.0,49.0,65.9183673469,4.0
Philippe_Gagnon_0,Philippe_Gagnon,198.0,190.0,80.0,95.1125,4.0
Philippe_Gagnon_1,Philippe_Gagnon,212.0,200.0,43.0,94.39534883719999,4.0
Philippe_Gagnon_2,Philippe_Gagnon,132.0,128.0,63.0,53.74603174600001,4.0
Philippe_Gagnon_3,Philippe_Gagnon,210.0,158.0,59.0,76.9491525424,4.0
Princess_Stephanie_0,Princess_Stephanie,169.0,144.0,45.0,74.7555555556,4.0
Princess_Stephanie_2,Princess_Stephanie,259.0,239.0,191.0,106.727748691,4.0
Princess_Stephanie_4,Princess_Stephanie,240.0,260.0,127.0,102.377952756,4.0
Princess_Stephanie_5,Princess_Stephanie,259.0,207.0,93.0,88.9569892473,4.0
Raja_Zafar-ul-Haq_0,Raja_Zafar-ul-Haq,144.0,121.0,154.0,53.1753246753,4.0
Raja_Zafar-ul-Haq_1,Raja_Zafar-ul-Haq,200.0,217.0,240.0,92.84583333329999,4.0
Raja_Zafar-ul-Haq_2,Raja_Zafar-ul-Haq,264.0,229.0,97.0,129.68041237100002,4.0
Raja_Zafar-ul-Haq_3,Raja_Zafar-ul-Haq,132.0,144.0,115.0,52.1217391304,4.0
Richard_Lugar_0,Richard_Lugar,268.0,228.0,59.0,114.355932203,4.0
Richard_Lugar_1,Richard_Lugar,195.0,141.0,47.0,66.829787234,4.0
Richard_Lugar_2,Richard_Lugar,232.0,238.0,223.0,97.52914798209999,4.0
Richard_Lugar_5,Richard_Lugar,104.0,89.0,240.0,42.6125,4.0
Richard_Paul_Evans_0,Richard_Paul_Evans,228.0,218.0,76.0,100.89473684200001,4.0
Richard_Paul_Evans_2,Richard_Paul_Evans,235.0,211.0,91.0,108.18681318700001,4.0
Richard_Paul_Evans_4,Richard_Paul_Evans,166.0,152.0,240.0,71.7,4.0
Richard_Paul_Evans_5,Richard_Paul_Evans,350.0,325.0,92.0,164.739130435,4.0
Robbie_Coltrane_0,Robbie_Coltrane,206.0,221.0,240.0,91.7583333333,4.0
Robbie_Coltrane_1,Robbie_Coltrane,207.0,205.0,167.0,87.0,4.0
Robbie_Coltrane_2,Robbie_Coltrane,240.0,282.0,191.0,138.696335079,4.0
Robbie_Coltrane_5,Robbie_Coltrane,240.0,270.0,111.0,131.324324324,4.0
Rocco_Buttiglione_0,Rocco_Buttiglione,160.0,142.0,240.0,65.22083333329999,4.0
Rocco_Buttiglione_1,Rocco_Buttiglione,160.0,126.0,240.0,65.075,4.0
Rocco_Buttiglione_3,Rocco_Buttiglione,276.0,186.0,240.0,98.525,4.0
Rocco_Buttiglione_4,Rocco_Buttiglione,295.0,237.0,82.0,127.39024390200001,4.0
Sara_Silverman_1,Sara_Silverman,136.0,160.0,99.0,56.10101010100001,4.0
Sara_Silverman_2,Sara_Silverman,148.0,125.0,75.0,60.24,4.0
Sara_Silverman_4,Sara_Silverman,192.0,175.0,127.0,88.26771653540001,4.0
Sara_Silverman_5,Sara_Silverman,176.0,202.0,240.0,75.5125,4.0
T_Boone_Pickens_1,T_Boone_Pickens,324.0,384.0,85.0,196.635294118,4.0
T_Boone_Pickens_2,T_Boone_Pickens,187.0,152.0,97.0,84.82474226800001,4.0
T_Boone_Pickens_3,T_Boone_Pickens,220.0,175.0,240.0,84.5833333333,4.0
T_Boone_Pickens_5,T_Boone_Pickens,360.0,291.0,199.0,160.58793969799999,4.0
Tessa_Jowell_0,Tessa_Jowell,232.0,207.0,148.0,98.3513513514,4.0
Tessa_Jowell_2,Tessa_Jowell,139.0,105.0,72.0,55.8472222222,4.0
Tessa_Jowell_3,Tessa_Jowell,143.0,110.0,78.0,50.3461538462,4.0
Tessa_Jowell_5,Tessa_Jowell,360.0,387.0,159.0,209.264150943,4.0
Tim_Pawlenty_0,Tim_Pawlenty,188.0,170.0,203.0,75.8719211823,4.0
Tim_Pawlenty_3,Tim_Pawlenty,188.0,170.0,55.0,82.45454545449999,4.0
Tim_Pawlenty_4,Tim_Pawlenty,155.0,137.0,79.0,71.03797468350001,4.0
Tim_Pawlenty_5,Tim_Pawlenty,175.0,173.0,240.0,74.2625,4.0
Timothy_Goebel_0,Timothy_Goebel,478.0,474.0,147.0,213.31972789099999,4.0
Timothy_Goebel_3,Timothy_Goebel,131.0,117.0,240.0,49.1458333333,4.0
Timothy_Goebel_4,Timothy_Goebel,214.0,216.0,79.0,106.506329114,4.0
Timothy_Goebel_5,Timothy_Goebel,208.0,197.0,123.0,96.6341463415,4.0
Valerie_Harper_0,Valerie_Harper,258.0,211.0,67.0,122.776119403,4.0
Valerie_Harper_3,Valerie_Harper,190.0,170.0,76.0,85.07894736840001,4.0
Valerie_Harper_4,Valerie_Harper,169.0,168.0,49.0,75.3673469388,4.0
Valerie_Harper_5,Valerie_Harper,204.0,185.0,67.0,95.328358209,4.0
Vojislav_Seselj_0,Vojislav_Seselj,162.0,137.0,240.0,72.8958333333,4.0
Vojislav_Seselj_2,Vojislav_Seselj,128.0,144.0,240.0,58.875,4.0
Vojislav_Seselj_4,Vojislav_Seselj,140.0,109.0,240.0,56.1083333333,4.0
Vojislav_Seselj_5,Vojislav_Seselj,176.0,170.0,75.0,72.5866666667,4.0
Warren_Buffett_0,Warren_Buffett,143.0,144.0,203.0,61.0197044335,4.0
Warren_Buffett_3,Warren_Buffett,288.0,259.0,79.0,137.037974684,4.0
Warren_Buffett_4,Warren_Buffett,156.0,137.0,240.0,59.7041666667,4.0
Warren_Buffett_5,Warren_Buffett,262.0,237.0,137.0,106.99270073,4.0
Wes_Craven_0,Wes_Craven,305.0,286.0,78.0,151.653846154,4.0
Wes_Craven_2,Wes_Craven,180.0,159.0,240.0,83.05,4.0
Wes_Craven_3,Wes_Craven,216.0,175.0,63.0,102.12698412700001,4.0
Wes_Craven_5,Wes_Craven,163.0,206.0,127.0,73.3622047244,4.0
Wesley_Clark_0,Wesley_Clark,176.0,148.0,61.0,80.8032786885,4.0
Wesley_Clark_2,Wesley_Clark,179.0,175.0,187.0,82.9786096257,4.0
Wesley_Clark_3,Wesley_Clark,164.0,169.0,51.0,63.9019607843,4.0
Wesley_Clark_4,Wesley_Clark,192.0,181.0,47.0,91.6170212766,4.0
William_McDonough_0,William_McDonough,127.0,142.0,195.0,41.9538461538,4.0
William_McDonough_2,William_McDonough,108.0,128.0,70.0,42.3428571429,4.0
William_McDonough_3,William_McDonough,166.0,159.0,50.0,59.34,4.0
William_McDonough_4,William_McDonough,116.0,125.0,240.0,47.0208333333,4.0
Abdel_Aziz_Al-Hakim_0,Abdel_Aziz_Al-Hakim,270.0,312.0,97.0,180.092783505,3.0
Abdel_Aziz_Al-Hakim_1,Abdel_Aziz_Al-Hakim,238.0,229.0,240.0,106.291666667,3.0
Abdel_Aziz_Al-Hakim_4,Abdel_Aziz_Al-Hakim,314.0,270.0,78.0,146.5,3.0
Abdullah_Gul_1,Abdullah_Gul,275.0,227.0,55.0,114.163636364,3.0
Abdullah_Gul_3,Abdullah_Gul,242.0,205.0,52.0,116.80769230799999,3.0
Abdullah_Gul_5,Abdullah_Gul,157.0,144.0,78.0,62.2179487179,3.0
Adam_Sandler_0,Adam_Sandler,251.0,234.0,42.0,117.428571429,3.0
Adam_Sandler_1,Adam_Sandler,192.0,190.0,56.0,79.8214285714,3.0
Adam_Sandler_4,Adam_Sandler,111.0,138.0,47.0,51.0425531915,3.0
Adrian_Nastase_1,Adrian_Nastase,148.0,121.0,53.0,62.4339622642,3.0
Adrian_Nastase_4,Adrian_Nastase,240.0,277.0,65.0,155.707692308,3.0
Adrian_Nastase_5,Adrian_Nastase,140.0,142.0,49.0,66.1224489796,3.0
Ahmad_Masood_0,Ahmad_Masood,222.0,213.0,167.0,118.82035928100001,3.0
Ahmad_Masood_3,Ahmad_Masood,183.0,157.0,78.0,73.5,3.0
Ahmad_Masood_4,Ahmad_Masood,240.0,260.0,138.0,127.44927536200001,3.0
Albert_Brooks_0,Albert_Brooks,203.0,173.0,211.0,59.9431279621,3.0
Albert_Brooks_1,Albert_Brooks,293.0,229.0,67.0,101.432835821,3.0
Albert_Brooks_3,Albert_Brooks,188.0,191.0,69.0,76.1449275362,3.0
Alejandro_Toledo_1,Alejandro_Toledo,211.0,170.0,73.0,99.0684931507,3.0
Alejandro_Toledo_3,Alejandro_Toledo,187.0,149.0,148.0,88.5135135135,3.0
Alejandro_Toledo_5,Alejandro_Toledo,147.0,125.0,113.0,66.5309734513,3.0
Alex_Ferguson_0,Alex_Ferguson,270.0,301.0,43.0,167.348837209,3.0
Alex_Ferguson_1,Alex_Ferguson,300.0,330.0,48.0,181.45833333299998,3.0
Alex_Ferguson_5,Alex_Ferguson,358.0,357.0,90.0,184.3,3.0
Alexandra_Pelosi_0,Alexandra_Pelosi,184.0,232.0,160.0,70.19375,3.0
Alexandra_Pelosi_1,Alexandra_Pelosi,196.0,189.0,49.0,80.20408163270001,3.0
Alexandra_Pelosi_3,Alexandra_Pelosi,303.0,288.0,87.0,143.022988506,3.0
Alfredo_di_Stefano_0,Alfredo_di_Stefano,240.0,227.0,49.0,119.67346938799999,3.0
Alfredo_di_Stefano_2,Alfredo_di_Stefano,216.0,191.0,51.0,106.529411765,3.0
Alfredo_di_Stefano_5,Alfredo_di_Stefano,260.0,240.0,240.0,128.766666667,3.0
Amy_Brenneman_1,Amy_Brenneman,201.0,174.0,71.0,85.3098591549,3.0
Amy_Brenneman_3,Amy_Brenneman,279.0,221.0,240.0,119.0125,3.0
Amy_Brenneman_5,Amy_Brenneman,279.0,238.0,75.0,121.586666667,3.0
Andrea_Bocelli_1,Andrea_Bocelli,218.0,285.0,240.0,89.025,3.0
